account_id,customer_id,account_type,branch_name,balance,account_status
100182,182,Current,Aurangabad Main,192034,Active
100183,183,Salary,Latur Branch,201221,Active
100184,184,Savings,Solapur Main,210408,Active
100185,185,Current,Mumbai Main,219595,Active
100186,186,Salary,Pune Central,228782,Active
100187,187,Savings,Nashik City,237969,Active
100188,188,Current,Nagpur Main,247156,Active
100189,189,Salary,Nanded Branch,256343,Active
100190,190,Savings,Aurangabad Main,265530,Active
100191,191,Current,Latur Branch,274717,Active
100192,192,Salary,Solapur Main,283904,Active
100193,193,Savings,Mumbai Main,293091,Active
100194,194,Current,Pune Central,302278,Active
100195,195,Salary,Nashik City,311465,Active
100196,196,Savings,Nagpur Main,320652,Inactive
100197,197,Current,Nanded Branch,329839,Active
100198,198,Salary,Aurangabad Main,339026,Active
100199,199,Savings,Latur Branch,348213,Active
100200,200,Current,Solapur Main,357400,Active
100201,201,Salary,Mumbai Main,366587,Blocked
100202,202,Savings,Pune Central,375774,Active
100203,203,Current,Nashik City,384961,Active
100204,204,Salary,Nagpur Main,394148,Active
100205,205,Savings,Nanded Branch,403335,Active
100206,206,Current,Aurangabad Main,412522,Active
100207,207,Salary,Latur Branch,421709,Active
100208,208,Savings,Solapur Main,430896,Active
100209,209,Current,Mumbai Main,440083,Active
100210,210,Salary,Pune Central,449270,Active
100211,211,Savings,Nashik City,458457,Inactive
100212,212,Current,Nagpur Main,467644,Active
100213,213,Salary,Nanded Branch,476831,Active
100214,214,Savings,Aurangabad Main,486018,Active
100215,215,Current,Latur Branch,495205,Active
100216,216,Salary,Solapur Main,9392,Active
100217,217,Savings,Mumbai Main,18579,Active
100218,218,Current,Pune Central,27766,Active
100219,219,Salary,Nashik City,36953,Active
100220,220,Savings,Nagpur Main,46140,Active
100221,221,Current,Nanded Branch,55327,Blocked
100222,222,Salary,Aurangabad Main,64514,Active
100223,223,Savings,Latur Branch,73701,Active
100224,224,Current,Solapur Main,82888,Active
100225,225,Salary,Mumbai Main,92075,Active
100226,226,Savings,Pune Central,101262,Inactive
100227,227,Current,Nashik City,110449,Active
100228,228,Salary,Nagpur Main,119636,Active
100229,229,Savings,Nanded Branch,128823,Active
100230,230,Current,Aurangabad Main,138010,Active
100231,231,Salary,Latur Branch,147197,Active
100232,232,Savings,Solapur Main,156384,Active
100233,233,Current,Mumbai Main,165571,Active
100234,234,Salary,Pune Central,174758,Active
100235,235,Savings,Nashik City,183945,Active
100236,236,Current,Nagpur Main,193132,Active
100237,237,Salary,Nanded Branch,202319,Active
100238,238,Savings,Aurangabad Main,211506,Active
100239,239,Current,Latur Branch,220693,Active
100240,240,Salary,Solapur Main,229880,Active
100241,241,Savings,Mumbai Main,239067,Blocked
100242,242,Current,Pune Central,248254,Active
100243,243,Salary,Nashik City,257441,Active
100244,244,Savings,Nagpur Main,266628,Active
100245,245,Current,Nanded Branch,275815,Active
100246,246,Salary,Aurangabad Main,285002,Active
100247,247,Savings,Latur Branch,294189,Active
100248,248,Current,Solapur Main,303376,Active
100249,249,Salary,Mumbai Main,312563,Active
100250,250,Savings,Pune Central,321750,Active
100251,251,Current,Nashik City,330937,Active
100252,252,Salary,Nagpur Main,340124,Active
100253,253,Savings,Nanded Branch,349311,Active
100254,254,Current,Aurangabad Main,358498,Active
100255,255,Salary,Latur Branch,367685,Active
100256,256,Savings,Solapur Main,376872,Inactive
100257,257,Current,Mumbai Main,386059,Active
100258,258,Salary,Pune Central,395246,Active
100259,259,Savings,Nashik City,404433,Active
100260,260,Current,Nagpur Main,413620,Active
100261,261,Salary,Nanded Branch,422807,Blocked
100262,262,Savings,Aurangabad Main,431994,Active
100263,263,Current,Latur Branch,441181,Active
100264,264,Salary,Solapur Main,450368,Active
100265,265,Savings,Mumbai Main,459555,Active
100266,266,Current,Pune Central,468742,Active
100267,267,Salary,Nashik City,477929,Active
100268,268,Savings,Nagpur Main,487116,Active
100269,269,Current,Nanded Branch,496303,Active
100270,270,Salary,Aurangabad Main,10490,Active
100271,271,Savings,Latur Branch,19677,Inactive
100272,272,Current,Solapur Main,28864,Active
100273,273,Salary,Mumbai Main,38051,Active
100274,274,Savings,Pune Central,47238,Active
100275,275,Current,Nashik City,56425,Active
100276,276,Salary,Nagpur Main,65612,Active
100277,277,Savings,Nanded Branch,74799,Active
100278,278,Current,Aurangabad Main,83986,Active
100279,279,Salary,Latur Branch,93173,Active
100280,280,Savings,Solapur Main,102360,Active
100281,281,Current,Mumbai Main,111547,Blocked
100282,282,Salary,Pune Central,120734,Active
100283,283,Savings,Nashik City,129921,Active
100284,284,Current,Nagpur Main,139108,Active
100285,285,Salary,Nanded Branch,148295,Active
100286,286,Savings,Aurangabad Main,157482,Inactive
100287,287,Current,Latur Branch,166669,Active
100288,288,Salary,Solapur Main,175856,Active
100289,289,Savings,Mumbai Main,185043,Active
100290,290,Current,Pune Central,194230,Active
100291,291,Salary,Nashik City,203417,Active
100292,292,Savings,Nagpur Main,212604,Active
100293,293,Current,Nanded Branch,221791,Active
100294,294,Salary,Aurangabad Main,230978,Active
100295,295,Savings,Latur Branch,240165,Active
100296,296,Current,Solapur Main,249352,Active
100297,297,Salary,Mumbai Main,258539,Active
100298,298,Savings,Pune Central,267726,Active
100299,299,Current,Nashik City,276913,Active
100300,300,Salary,Nagpur Main,286100,Active
100301,301,Savings,Nanded Branch,295287,Blocked
100302,302,Current,Aurangabad Main,304474,Active
100303,303,Salary,Latur Branch,313661,Active
100304,304,Savings,Solapur Main,322848,Active
100305,305,Current,Mumbai Main,332035,Active
100306,306,Salary,Pune Central,341222,Active
100307,307,Savings,Nashik City,350409,Active
100308,308,Current,Nagpur Main,359596,Active
100309,309,Salary,Nanded Branch,368783,Active
100310,310,Savings,Aurangabad Main,377970,Active
100311,311,Current,Latur Branch,387157,Active
100312,312,Salary,Solapur Main,396344,Active
100313,313,Savings,Mumbai Main,405531,Active
100314,314,Current,Pune Central,414718,Active
100315,315,Salary,Nashik City,423905,Active
100316,316,Savings,Nagpur Main,433092,Inactive
100317,317,Current,Nanded Branch,442279,Active
100318,318,Salary,Aurangabad Main,451466,Active
100319,319,Savings,Latur Branch,460653,Active
100320,320,Current,Solapur Main,469840,Active
100321,321,Salary,Mumbai Main,479027,Blocked
100322,322,Savings,Pune Central,488214,Active
100323,323,Current,Nashik City,497401,Active
100324,324,Salary,Nagpur Main,11588,Active
100325,325,Savings,Nanded Branch,20775,Active
100326,326,Current,Aurangabad Main,29962,Active
100327,327,Salary,Latur Branch,39149,Active
100328,328,Savings,Solapur Main,48336,Active
100329,329,Current,Mumbai Main,57523,Active
100330,330,Salary,Pune Central,66710,Active
100331,331,Savings,Nashik City,75897,Inactive
100332,332,Current,Nagpur Main,85084,Active
100333,333,Salary,Nanded Branch,94271,Active
100334,334,Savings,Aurangabad Main,103458,Active
100335,335,Current,Latur Branch,112645,Active
100336,336,Salary,Solapur Main,121832,Active
100337,337,Savings,Mumbai Main,131019,Active
100338,338,Current,Pune Central,140206,Active
100339,339,Salary,Nashik City,149393,Active
100340,340,Savings,Nagpur Main,158580,Active
100341,341,Current,Nanded Branch,167767,Blocked
100342,342,Salary,Aurangabad Main,176954,Active
100343,343,Savings,Latur Branch,186141,Active
100344,344,Current,Solapur Main,195328,Active
100345,345,Salary,Mumbai Main,204515,Active
100346,346,Savings,Pune Central,213702,Inactive
100347,347,Current,Nashik City,222889,Active
100348,348,Salary,Nagpur Main,232076,Active
100349,349,Savings,Nanded Branch,241263,Active
100350,350,Current,Aurangabad Main,250450,Active
100351,351,Salary,Latur Branch,259637,Active
100352,352,Savings,Solapur Main,268824,Active
100353,353,Current,Mumbai Main,278011,Active
100354,354,Salary,Pune Central,287198,Active
100355,355,Savings,Nashik City,296385,Active
100356,356,Current,Nagpur Main,305572,Active
100357,357,Salary,Nanded Branch,314759,Active
100358,358,Savings,Aurangabad Main,323946,Active
100359,359,Current,Latur Branch,333133,Active
100360,360,Salary,Solapur Main,342320,Active
100361,361,Savings,Mumbai Main,351507,Blocked
100362,362,Current,Pune Central,360694,Active
100363,363,Salary,Nashik City,369881,Active
100364,364,Savings,Nagpur Main,379068,Active
100365,365,Current,Nanded Branch,388255,Active
100366,366,Salary,Aurangabad Main,397442,Active
100367,367,Savings,Latur Branch,406629,Active
100368,368,Current,Solapur Main,415816,Active
100369,369,Salary,Mumbai Main,425003,Active
100370,370,Savings,Pune Central,434190,Active
100371,371,Current,Nashik City,443377,Active
100372,372,Salary,Nagpur Main,452564,Active
100373,373,Savings,Nanded Branch,461751,Active
100374,374,Current,Aurangabad Main,470938,Active
100375,375,Salary,Latur Branch,480125,Active
100376,376,Savings,Solapur Main,489312,Inactive
100377,377,Current,Mumbai Main,498499,Active
100378,378,Salary,Pune Central,12686,Active
100379,379,Savings,Nashik City,21873,Active
100380,380,Current,Nagpur Main,31060,Active
100381,381,Salary,Nanded Branch,40247,Blocked
100382,382,Savings,Aurangabad Main,49434,Active
100383,383,Current,Latur Branch,58621,Active
100384,384,Salary,Solapur Main,67808,Active
100385,385,Savings,Mumbai Main,76995,Active
100386,386,Current,Pune Central,86182,Active
100387,387,Salary,Nashik City,95369,Active
100388,388,Savings,Nagpur Main,104556,Active
100389,389,Current,Nanded Branch,113743,Active
100390,390,Salary,Aurangabad Main,122930,Active
100391,391,Savings,Latur Branch,132117,Inactive
100392,392,Current,Solapur Main,141304,Active
100393,393,Salary,Mumbai Main,150491,Active
100394,394,Savings,Pune Central,159678,Active
100395,395,Current,Nashik City,168865,Active
100396,396,Salary,Nagpur Main,178052,Active
100397,397,Savings,Nanded Branch,187239,Active
100398,398,Current,Aurangabad Main,196426,Active
100399,399,Salary,Latur Branch,205613,Active
100400,400,Savings,Solapur Main,214800,Active
100401,401,Current,Mumbai Main,223987,Blocked
100402,402,Salary,Pune Central,233174,Active
100403,403,Savings,Nashik City,242361,Active
100404,404,Current,Nagpur Main,251548,Active
100405,405,Salary,Nanded Branch,260735,Active
100406,406,Savings,Aurangabad Main,269922,Inactive
100407,407,Current,Latur Branch,279109,Active
100408,408,Salary,Solapur Main,288296,Active
100409,409,Savings,Mumbai Main,297483,Active
100410,410,Current,Pune Central,306670,Active
100411,411,Salary,Nashik City,315857,Active
100412,412,Savings,Nagpur Main,325044,Active
100413,413,Current,Nanded Branch,334231,Active
100414,414,Salary,Aurangabad Main,343418,Active
100415,415,Savings,Latur Branch,352605,Active
100416,416,Current,Solapur Main,361792,Active
100417,417,Salary,Mumbai Main,370979,Active
100418,418,Savings,Pune Central,380166,Active
100419,419,Current,Nashik City,389353,Active
100420,420,Salary,Nagpur Main,398540,Active
100421,421,Savings,Nanded Branch,407727,Blocked
100422,422,Current,Aurangabad Main,416914,Active
100423,423,Salary,Latur Branch,426101,Active
100424,424,Savings,Solapur Main,435288,Active
100425,425,Current,Mumbai Main,444475,Active
100426,426,Salary,Pune Central,453662,Active
100427,427,Savings,Nashik City,462849,Active
100428,428,Current,Nagpur Main,472036,Active
100429,429,Salary,Nanded Branch,481223,Active
100430,430,Savings,Aurangabad Main,490410,Active
100431,431,Current,Latur Branch,499597,Active
100432,432,Salary,Solapur Main,13784,Active
100433,433,Savings,Mumbai Main,22971,Active
100434,434,Current,Pune Central,32158,Active
100435,435,Salary,Nashik City,41345,Active
100436,436,Savings,Nagpur Main,50532,Inactive
100437,437,Current,Nanded Branch,59719,Active
100438,438,Salary,Aurangabad Main,68906,Active
100439,439,Savings,Latur Branch,78093,Active
100440,440,Current,Solapur Main,87280,Active
100441,441,Salary,Mumbai Main,96467,Blocked
100442,442,Savings,Pune Central,105654,Active
100443,443,Current,Nashik City,114841,Active
100444,444,Salary,Nagpur Main,124028,Active
100445,445,Savings,Nanded Branch,133215,Active
100446,446,Current,Aurangabad Main,142402,Active
100447,447,Salary,Latur Branch,151589,Active
100448,448,Savings,Solapur Main,160776,Active
100449,449,Current,Mumbai Main,169963,Active
100450,450,Salary,Pune Central,179150,Active
100451,451,Savings,Nashik City,188337,Inactive
100452,452,Current,Nagpur Main,197524,Active
100453,453,Salary,Nanded Branch,206711,Active
100454,454,Savings,Aurangabad Main,215898,Active
100455,455,Current,Latur Branch,225085,Active
100456,456,Salary,Solapur Main,234272,Active
100457,457,Savings,Mumbai Main,243459,Active
100458,458,Current,Pune Central,252646,Active
100459,459,Salary,Nashik City,261833,Active
100460,460,Savings,Nagpur Main,271020,Active
100461,461,Current,Nanded Branch,280207,Blocked
100462,462,Salary,Aurangabad Main,289394,Active
100463,463,Savings,Latur Branch,298581,Active
100464,464,Current,Solapur Main,307768,Active
100465,465,Salary,Mumbai Main,316955,Active
100466,466,Savings,Pune Central,326142,Inactive
100467,467,Current,Nashik City,335329,Active
100468,468,Salary,Nagpur Main,344516,Active
100469,469,Savings,Nanded Branch,353703,Active
100470,470,Current,Aurangabad Main,362890,Active
100471,471,Salary,Latur Branch,372077,Active
100472,472,Savings,Solapur Main,381264,Active
100473,473,Current,Mumbai Main,390451,Active
100474,474,Salary,Pune Central,399638,Active
100475,475,Savings,Nashik City,408825,Active
100476,476,Current,Nagpur Main,418012,Active
100477,477,Salary,Nanded Branch,427199,Active
100478,478,Savings,Aurangabad Main,436386,Active
100479,479,Current,Latur Branch,445573,Active
100480,480,Salary,Solapur Main,454760,Active
100481,481,Savings,Mumbai Main,463947,Blocked
100482,482,Current,Pune Central,473134,Active
100483,483,Salary,Nashik City,482321,Active
100484,484,Savings,Nagpur Main,491508,Active
100485,485,Current,Nanded Branch,5695,Active
100486,486,Salary,Aurangabad Main,14882,Active
100487,487,Savings,Latur Branch,24069,Active
100488,488,Current,Solapur Main,33256,Active
100489,489,Salary,Mumbai Main,42443,Active
100490,490,Savings,Pune Central,51630,Active
100491,491,Current,Nashik City,60817,Active
100492,492,Salary,Nagpur Main,70004,Active
100493,493,Savings,Nanded Branch,79191,Active
100494,494,Current,Aurangabad Main,88378,Active
100495,495,Salary,Latur Branch,97565,Active
100496,496,Savings,Solapur Main,106752,Inactive
100497,497,Current,Mumbai Main,115939,Active
100498,498,Salary,Pune Central,125126,Active
100499,499,Savings,Nashik City,134313,Active
100500,500,Current,Nagpur Main,143500,Active
100501,501,Salary,Nanded Branch,152687,Blocked
100502,502,Savings,Aurangabad Main,161874,Active
100503,503,Current,Latur Branch,171061,Active
100504,504,Salary,Solapur Main,180248,Active
100505,505,Savings,Mumbai Main,189435,Active
100506,506,Current,Pune Central,198622,Active
100507,507,Salary,Nashik City,207809,Active
100508,508,Savings,Nagpur Main,216996,Active
100509,509,Current,Nanded Branch,226183,Active
100510,510,Salary,Aurangabad Main,235370,Active
100511,511,Savings,Latur Branch,244557,Inactive
100512,512,Current,Solapur Main,253744,Active
100513,513,Salary,Mumbai Main,262931,Active
100514,514,Savings,Pune Central,272118,Active
100515,515,Current,Nashik City,281305,Active
100516,516,Salary,Nagpur Main,290492,Active
100517,517,Savings,Nanded Branch,299679,Active
100518,518,Current,Aurangabad Main,308866,Active
100519,519,Salary,Latur Branch,318053,Active
100520,520,Savings,Solapur Main,327240,Active
100521,521,Current,Mumbai Main,336427,Blocked
100522,522,Salary,Pune Central,345614,Active
100523,523,Savings,Nashik City,354801,Active
100524,524,Current,Nagpur Main,363988,Active
100525,525,Salary,Nanded Branch,373175,Active
100526,526,Savings,Aurangabad Main,382362,Inactive
100527,527,Current,Latur Branch,391549,Active
100528,528,Salary,Solapur Main,400736,Active
100529,529,Savings,Mumbai Main,409923,Active
100530,530,Current,Pune Central,419110,Active
100531,531,Salary,Nashik City,428297,Active
100532,532,Savings,Nagpur Main,437484,Active
100533,533,Current,Nanded Branch,446671,Active
100534,534,Salary,Aurangabad Main,455858,Active
100535,535,Savings,Latur Branch,465045,Active
100536,536,Current,Solapur Main,474232,Active
100537,537,Salary,Mumbai Main,483419,Active
100538,538,Savings,Pune Central,492606,Active
100539,539,Current,Nashik City,6793,Active
100540,540,Salary,Nagpur Main,15980,Active
100541,541,Savings,Nanded Branch,25167,Blocked
100542,542,Current,Aurangabad Main,34354,Active
100543,543,Salary,Latur Branch,43541,Active
100544,544,Savings,Solapur Main,52728,Active
100545,545,Current,Mumbai Main,61915,Active
100546,546,Salary,Pune Central,71102,Active
100547,547,Savings,Nashik City,80289,Active
100548,548,Current,Nagpur Main,89476,Active
100549,549,Salary,Nanded Branch,98663,Active
100550,550,Savings,Aurangabad Main,107850,Active
100551,551,Current,Latur Branch,117037,Active
100552,552,Salary,Solapur Main,126224,Active
100553,553,Savings,Mumbai Main,135411,Active
100554,554,Current,Pune Central,144598,Active
100555,555,Salary,Nashik City,153785,Active
100556,556,Savings,Nagpur Main,162972,Inactive
100557,557,Current,Nanded Branch,172159,Active
100558,558,Salary,Aurangabad Main,181346,Active
100559,559,Savings,Latur Branch,190533,Active
100560,560,Current,Solapur Main,199720,Active
100561,561,Salary,Mumbai Main,208907,Blocked
100562,562,Savings,Pune Central,218094,Active
100563,563,Current,Nashik City,227281,Active
100564,564,Salary,Nagpur Main,236468,Active
100565,565,Savings,Nanded Branch,245655,Active
100566,566,Current,Aurangabad Main,254842,Active
100567,567,Salary,Latur Branch,264029,Active
100568,568,Savings,Solapur Main,273216,Active
100569,569,Current,Mumbai Main,282403,Active
100570,570,Salary,Pune Central,291590,Active
100571,571,Savings,Nashik City,300777,Inactive
100572,572,Current,Nagpur Main,309964,Active
100573,573,Salary,Nanded Branch,319151,Active
100574,574,Savings,Aurangabad Main,328338,Active
100575,575,Current,Latur Branch,337525,Active
100576,576,Salary,Solapur Main,346712,Active
100577,577,Savings,Mumbai Main,355899,Active
100578,578,Current,Pune Central,365086,Active
100579,579,Salary,Nashik City,374273,Active
100580,580,Savings,Nagpur Main,383460,Active
100581,581,Current,Nanded Branch,392647,Blocked
100582,582,Salary,Aurangabad Main,401834,Active
100583,583,Savings,Latur Branch,411021,Active
100584,584,Current,Solapur Main,420208,Active
100585,585,Salary,Mumbai Main,429395,Active
100586,586,Savings,Pune Central,438582,Inactive
100587,587,Current,Nashik City,447769,Active
100588,588,Salary,Nagpur Main,456956,Active
100589,589,Savings,Nanded Branch,466143,Active
100590,590,Current,Aurangabad Main,475330,Active
100591,591,Salary,Latur Branch,484517,Active
100592,592,Savings,Solapur Main,493704,Active
100593,593,Current,Mumbai Main,7891,Active
100594,594,Salary,Pune Central,17078,Active
100595,595,Savings,Nashik City,26265,Active
100596,596,Current,Nagpur Main,35452,Active
100597,597,Salary,Nanded Branch,44639,Active
100598,598,Savings,Aurangabad Main,53826,Active
100599,599,Current,Latur Branch,63013,Active
100600,600,Salary,Solapur Main,72200,Active
100601,601,Savings,Mumbai Main,81387,Blocked
100602,602,Current,Pune Central,90574,Active
100603,603,Salary,Nashik City,99761,Active
100604,604,Savings,Nagpur Main,108948,Active
100605,605,Current,Nanded Branch,118135,Active
100606,606,Salary,Aurangabad Main,127322,Active
100607,607,Savings,Latur Branch,136509,Active
100608,608,Current,Solapur Main,145696,Active
100609,609,Salary,Mumbai Main,154883,Active
100610,610,Savings,Pune Central,164070,Active
100611,611,Current,Nashik City,173257,Active
100612,612,Salary,Nagpur Main,182444,Active
100613,613,Savings,Nanded Branch,191631,Active
100614,614,Current,Aurangabad Main,200818,Active
100615,615,Salary,Latur Branch,210005,Active
100616,616,Savings,Solapur Main,219192,Inactive
100617,617,Current,Mumbai Main,228379,Active
100618,618,Salary,Pune Central,237566,Active
100619,619,Savings,Nashik City,246753,Active
100620,620,Current,Nagpur Main,255940,Active
100621,621,Salary,Nanded Branch,265127,Blocked
100622,622,Savings,Aurangabad Main,274314,Active
100623,623,Current,Latur Branch,283501,Active
100624,624,Salary,Solapur Main,292688,Active
100625,625,Savings,Mumbai Main,301875,Active
100626,626,Current,Pune Central,311062,Active
100627,627,Salary,Nashik City,320249,Active
